churn;subscriber_id;msisdn;sales_channel_description;date_activation;churn_date;first_call_date;last_call_date;first_recharge_date;first_recharge_amount;last_international_call_date;original_operator;dat_attrib_kridi;dat_remb_kridi_net;ported_in_request_date;SelectionProb;SamplingWeight
No;2163075112;83cd02c1540ae4c4e3ae9bd50fd6bb89;;04NOV2021:00:00:00.000000;;04NOV2021:10:26:45.000000;31DEC2022:15:34:33.000000;04NOV2021:10:46:13.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2136851117;a5e483d60e9bc5a3229720945afa512e;;20AUG2015:20:40:08.000000;;26NOV2015:12:34:18.000000;17FEB2023:21:00:27.000000;20AUG2015:00:00:00.000000;4545.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168983273;a1fdb6e15cd086165fc517951465e59b;;08NOV2022:00:00:00.000000;17FEB2023:23:59:59.000000;08NOV2022:11:49:41.000000;11NOV2022:20:16:48.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2168198069;5ba0374c4b197778b06b55640e802b4f;;21SEP2022:00:00:00.000000;;21SEP2022:15:42:41.000000;26SEP2022:18:30:09.000000;22SEP2022:14:14:40.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2166559882;ea68506fdfebec4757086095f494b4bb;;21JUN2022:00:00:00.000000;11FEB2023:23:59:59.000000;21JUN2022:17:56:30.000000;09NOV2022:09:40:33.000000;22JUN2022:12:26:33.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2165131702;05705250815fd8c065107b26a244547f;;19MAR2022:00:00:00.000000;;19MAR2022:14:30:28.000000;08AUG2022:18:33:37.000000;23MAR2022:17:12:35.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2165821767;aef7a82f8110cb4068bc34701b35ce8b;;06MAY2022:00:00:00.000000;;06MAY2022:17:00:02.000000;08JAN2023:08:19:17.000000;06MAY2022:11:21:24.000000;4386.000;;Ooredoo;;;;0.0001224126;8169.093
No;2169145964;24456d06a621a1490f908cfc50c838a4;;30NOV2022:00:00:00.000000;;30NOV2022:19:27:00.000000;01DEC2022:18:59:46.000000;30NOV2022:19:24:19.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168980051;47a00d960d937b1fd64573d425d3f44a;;13NOV2022:00:00:00.000000;;13NOV2022:17:50:21.000000;28NOV2022:20:13:24.000000;13NOV2022:17:50:13.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2165030314;37ddd5acbad3276dec9c06e888c55404;;13MAR2022:00:00:00.000000;18FEB2023:23:59:59.000000;13MAR2022:16:56:09.000000;27SEP2022:16:16:22.000000;20MAR2022:11:19:12.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2148063844;5c001c2d9ef76ac0ee062bc7bd924435;;17SEP2018:00:00:00.000000;;17SEP2018:13:31:49.000000;11FEB2023:17:40:27.000000;17SEP2018:13:31:48.000000;1000.000;;Ooredoo;;06DEC2021:10:33:14.000000;;0.0001224126;8169.093
No;2167339481;736c4a2b5503e2d1202da1def994bf0c;;06AUG2022:00:00:00.000000;03AUG2022:23:59:59.000000;06AUG2022:17:48:29.000000;18FEB2023:13:30:57.000000;09AUG2022:19:14:40.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167043246;3090e3158b892f91c24feceb32201c8f;;18JUL2022:00:00:00.000000;;18JUL2022:14:50:10.000000;14AUG2022:12:17:50.000000;26JUL2022:10:55:49.000000;30702.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168152376;ab1b0f5014ee1bae04c5d45f6dbd5d94;;19SEP2022:00:00:00.000000;;19SEP2022:19:54:30.000000;03OCT2022:20:18:13.000000;02OCT2022:20:00:48.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168855882;99efbb3fb69b43eafda35961ce7d2cff;;31OCT2022:00:00:00.000000;;31OCT2022:10:41:12.000000;21FEB2023:21:57:30.000000;31OCT2022:10:44:50.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2154973570;d96e92bebbd7ee70f82ddf34a2b51ccd;;04APR2020:12:14:13.000000;;04APR2020:12:40:53.000000;18FEB2023:16:07:25.000000;04APR2020:12:15:20.000000;4386.000;;Ooredoo;;05AUG2021:18:59:28.000000;;0.0001224126;8169.093
No;2166606978;621d242a0b060d729c3d278ccdb2cf82;;25JUN2022:00:00:00.000000;17FEB2023:23:59:59.000000;25JUN2022:14:28:04.000000;21AUG2022:18:45:58.000000;08JUL2022:19:08:40.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2141618670;497ef3a0fd97fea58a0cf4f2a16525a4;;12MAR2017:19:50:53.000000;25FEB2021:23:59:59.000000;20JAN2017:16:32:04.000000;13FEB2023:13:49:40.000000;12MAR2017:19:44:43.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2151258485;c0cbfffd971d5cafef91de2b5aa1a605;;17SEP2019:00:00:00.000000;;14JUN2019:11:03:48.000000;21FEB2023:21:57:28.000000;17SEP2019:10:04:18.000000;5000.000;;Ooredoo;;18DEC2021:19:23:16.000000;;0.0001224126;8169.093
No;17803305;16d78ac6d4282812056f122d0a633f56;;10SEP2012:00:00:00.000000;06JUN2016:23:59:59.000000;26NOV2015:16:31:24.000000;21FEB2023:20:05:28.000000;03DEC2012:00:00:00.000000;2777.000;;Ooredoo;;03NOV2021:16:24:40.000000;;0.0001224126;8169.093
No;2167244779;5dd93c9add5e249fd2eb7a4848d6b65f;;29JUL2022:00:00:00.000000;;29JUL2022:14:12:37.000000;20FEB2023:12:42:22.000000;29JUL2022:22:14:53.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;5115881;a1af0f57d30b7ecec6a07e00380df81e;;19MAR2007:00:00:00.000000;;26NOV2015:17:01:06.000000;15FEB2023:17:10:11.000000;07DEC2012:00:00:00.000000;925.000;;Ooredoo;;06SEP2018:16:34:34.000000;;0.0001224126;8169.093
No;2167680044;beefe05ae67c84474be9cc7be5f98d86;;24AUG2022:00:00:00.000000;;26AUG2022:20:38:21.000000;31AUG2022:16:25:16.000000;24AUG2022:12:07:07.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2164303733;a91cbd3e0e39ff17d01152c5809e0999;;11AUG2022:00:00:00.000000;19NOV2022:23:59:59.000000;11AUG2022:13:14:39.000000;15FEB2023:22:03:01.000000;11AUG2022:13:11:15.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;11123040;347a79af755fa407f3af3fda8c9c6e66;;23JAN2010:00:00:00.000000;;26NOV2015:14:18:44.000000;21FEB2023:18:05:44.000000;04DEC2012:00:00:00.000000;10000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168094305;3ea247c73bc3b2bebbc245a0201e33db;;15SEP2022:00:00:00.000000;;15SEP2022:16:54:36.000000;04OCT2022:12:08:42.000000;03OCT2022:10:05:43.000000;4386.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167731296;15bc1de3ce7c1bc7663777797471ffea;;25AUG2022:00:00:00.000000;01DEC2022:23:59:59.000000;25AUG2022:16:47:13.000000;26AUG2022:22:47:32.000000;16JAN2023:15:08:04.000000;1754.000;;Ooredoo;;;;0.0001224126;8169.093
No;2170120840;8649acb25089aed9b57c860d02ab1992;;16JAN2023:00:00:00.000000;;16JAN2023:18:36:30.000000;19FEB2023:15:14:24.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2167380220;58c295755ac9b920ce8d36571cb78682;;04DEC2022:00:00:00.000000;;04DEC2022:17:27:43.000000;21FEB2023:19:10:50.000000;04DEC2022:17:11:54.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2160479612;be713e399d8c3a26f01326253fb4b50d;;10JUN2021:00:00:00.000000;;10JUN2021:09:11:51.000000;19FEB2023:18:35:59.000000;10JUN2021:09:16:00.000000;1000.000;;Ooredoo;;28NOV2021:11:28:48.000000;;0.0001224126;8169.093
No;2875985;dd5640eb1f47ca9ee755d29fd603aaed;;21FEB2006:00:00:00.000000;;30NOV2015:13:21:44.000000;21FEB2023:17:12:00.000000;15DEC2012:00:00:00.000000;925.000;;Ooredoo;;;;0.0001224126;8169.093
No;2165701850;e1e3cfe14cf04245c74a40aacb9ed833;;30APR2022:00:00:00.000000;01DEC2022:23:59:59.000000;30APR2022:17:15:46.000000;21JUL2022:13:54:40.000000;30APR2022:17:14:23.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2136636952;49ba7ee7492b88e1aa2c2eb0a03debe5;;27JUL2015:14:23:27.000000;19MAY2021:23:59:59.000000;10DEC2015:16:19:30.000000;19FEB2023:12:27:10.000000;27JUL2015:00:00:00.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;19699398;6601a5d8612dd62cbfe5e4a66d869d84;;07SEP2013:00:00:00.000000;;27NOV2015:10:25:33.000000;20FEB2023:11:06:11.000000;07SEP2013:00:00:00.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2164769747;395faccc44df833fb5896a766d29b482;;26FEB2022:00:00:00.000000;;26FEB2022:08:30:13.000000;21FEB2023:20:59:21.000000;10MAR2022:10:05:16.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2141516914;df1c09ad136596a96f7fba9f4d37343b;;09JAN2017:11:21:05.000000;;09JAN2017:18:04:40.000000;19FEB2023:02:41:39.000000;26FEB2017:16:23:22.000000;1000.000;;Ooredoo;;04AUG2020:20:29:23.000000;;0.0001224126;8169.093
No;2168821583;574dcfe8b92fddd0433bdb0d3d965927;;12NOV2022:00:00:00.000000;;12NOV2022:18:31:45.000000;23NOV2022:12:10:37.000000;14NOV2022:13:21:29.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2146726772;7bbccbbfd5eba46d19c619856d8630c4;;25MAY2018:00:00:00.000000;;25MAY2018:11:07:17.000000;28OCT2022:16:02:20.000000;02JUN2018:13:09:39.000000;5000.000;;Ooredoo;;31AUG2020:01:37:05.000000;;0.0001224126;8169.093
No;10415962;a33cf975f6aba6d363ff23b783e44d60;;21OCT2009:00:00:00.000000;;26NOV2015:00:47:37.000000;19FEB2023:13:45:10.000000;01DEC2012:00:00:00.000000;1000.000;;Ooredoo;;28AUG2018:00:03:50.000000;;0.0001224126;8169.093
No;2160268697;234d03d25cfd6c5ab8a4e385b9ecf199;;29MAY2021:00:00:00.000000;;29MAY2021:12:40:11.000000;04FEB2023:13:39:29.000000;29MAY2021:12:37:47.000000;4386.000;;Ooredoo;;;;0.0001224126;8169.093
No;2169911371;59acf8cf6c2317ef6b6f3a54df2b9fa9;;04JAN2023:00:00:00.000000;;04JAN2023:06:25:23.000000;21FEB2023:09:54:24.000000;11JAN2023:18:07:44.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;8105783;c5593aeefb9369f34729d47ed6fa7ea9;;16SEP2008:00:00:00.000000;;01DEC2015:11:41:39.000000;16FEB2023:18:11:42.000000;05DEC2012:00:00:00.000000;925.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168681129;e36698554c6d6bf39f0e4318c5962676;;21OCT2022:00:00:00.000000;05FEB2023:23:59:59.000000;21OCT2022:13:17:23.000000;19FEB2023:17:50:38.000000;22OCT2022:11:56:05.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;23037624;a0d42f6cceeb5ead5c694e10bf1113c3;;10AUG2014:00:00:00.000000;;26NOV2015:10:20:50.000000;11FEB2023:19:30:52.000000;11AUG2014:00:00:00.000000;925.000;;Ooredoo;;01NOV2021:05:45:07.000000;;0.0001224126;8169.093
No;2162282100;daf7fa13fc525c20a2a9ea8e316701ab;;08SEP2021:00:00:00.000000;;08SEP2021:09:30:28.000000;21FEB2023:16:04:37.000000;08SEP2021:09:30:10.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167837092;1078d9c5affb8fd850553e35883e32db;;31AUG2022:12:06:51.000000;;31AUG2022:16:34:38.000000;21FEB2023:19:31:54.000000;04JUL2022:20:58:21.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2153996402;91aa240d3edb59c11d4d032c92c6558c;;30DEC2019:00:00:00.000000;;30DEC2019:18:31:56.000000;21FEB2023:14:13:25.000000;30DEC2019:18:31:56.000000;5000.000;;Ooredoo;;02NOV2021:10:38:09.000000;;0.0001224126;8169.093
No;2136972939;6e213fa8c2911ac2e0c687cbab45963c;;04SEP2015:17:40:41.000000;;26NOV2015:07:40:35.000000;21FEB2023:19:07:19.000000;03SEP2015:00:00:00.000000;1000.000;;Ooredoo;;19DEC2021:21:14:45.000000;;0.0001224126;8169.093
No;22205189;d2b9649cf4d4f59e73d0315ccd502861;;10FEB2014:00:00:00.000000;;21FEB2016:04:11:46.000000;20FEB2023:11:33:12.000000;;;04JUL2016:00:32:11.000000;Ooredoo;;;;0.0001224126;8169.093
No;17148705;14d5563ab58389d0cdd9efb657b9945b;;09MAY2012:00:00:00.000000;;26NOV2015:09:44:03.000000;20FEB2023:12:34:56.000000;10APR2013:00:00:00.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2158239389;9966956f16c7efac49c8786e85bb7211;;01FEB2021:12:22:59.000000;22AUG2021:00:00:00.000000;01FEB2021:12:35:55.000000;01FEB2023:11:40:22.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2165436244;1b5eef24b071cf301465576681a3739f;;07APR2022:00:00:00.000000;28DEC2022:23:59:59.000000;07APR2022:20:20:56.000000;07AUG2022:22:40:34.000000;23APR2022:11:26:21.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;710149;b36b251b25df27e86aa70635ca2db995;;28MAY2004:00:00:00.000000;;26NOV2015:10:07:17.000000;21FEB2023:21:13:46.000000;01DEC2012:00:00:00.000000;925.000;;Ooredoo;;17APR2019:22:41:33.000000;;0.0001224126;8169.093
No;2146800548;f93f32928c804c006ff0b340b31edefd;;05JUN2018:00:00:00.000000;;02JUN2018:15:47:13.000000;21FEB2023:16:51:26.000000;05JUN2018:00:17:34.000000;1000.000;;Ooredoo;;16DEC2021:17:43:57.000000;;0.0001224126;8169.093
No;2145851161;720696610ee033ea225ba113006af9eb;;06MAR2018:00:00:00.000000;;06MAR2018:18:37:19.000000;21FEB2023:23:56:51.000000;21MAR2018:11:44:59.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167528003;2f0ca8821469428a5e3759c37a62ff06;;13AUG2022:00:00:00.000000;;16AUG2022:07:30:42.000000;21FEB2023:21:17:23.000000;16AUG2022:07:29:02.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2164708042;7096abf8b403136b5750c6991897ec44;;16MAR2022:00:00:00.000000;21FEB2022:23:59:59.000000;22FEB2022:12:01:40.000000;21FEB2023:22:43:56.000000;16MAR2022:18:13:28.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;7126751;6f04864936a798805bdd4b04766545e0;;16APR2008:00:00:00.000000;;30NOV2015:13:02:22.000000;21FEB2023:19:57:44.000000;18DEC2012:00:00:00.000000;925.000;;Ooredoo;;;;0.0001224126;8169.093
No;2155437611;464026361bb984902e018b3db5418cc1;;13JUN2020:00:00:00.000000;;13JUN2020:13:14:31.000000;21FEB2023:08:56:39.000000;13JUN2020:13:30:38.000000;1000.000;;Ooredoo;;08DEC2021:15:45:36.000000;;0.0001224126;8169.093
No;3205879;8c7d874e89a2e9850db72c28ba1d9ca9;;30MAR2006:00:00:00.000000;;30NOV2015:18:00:42.000000;20FEB2023:13:30:46.000000;01DEC2012:00:00:00.000000;462.000;;Ooredoo;;19DEC2021:10:59:20.000000;;0.0001224126;8169.093
No;2160626767;a297747935bd61f68bc1c4d1231c580f;;24JUN2021:00:00:00.000000;;17JUN2021:19:17:04.000000;12FEB2023:16:54:21.000000;04JUL2021:18:40:37.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2154735639;f58b2740375ace639aa8988da93063b5;;28FEB2020:00:00:00.000000;;28FEB2020:11:43:55.000000;21FEB2023:18:11:36.000000;28FEB2020:11:53:29.000000;1000.000;;Ooredoo;;18DEC2021:09:53:44.000000;;0.0001224126;8169.093
No;2148664824;b92961d4327e96082e6bc359c8ea02c4;;25OCT2018:00:00:00.000000;;25OCT2018:12:39:00.000000;21FEB2023:20:07:35.000000;25OCT2018:21:31:46.000000;1000.000;;Ooredoo;;17DEC2021:12:38:26.000000;;0.0001224126;8169.093
No;2144500813;e8ef38137c606396c39c303cd83dce51;;24OCT2017:00:00:00.000000;;23OCT2017:15:02:59.000000;18FEB2023:12:34:27.000000;26OCT2017:09:30:22.000000;909.000;;Ooredoo;;;;0.0001224126;8169.093
No;2155695919;612d20798e0243755a90282faef75af5;;11JUL2020:00:00:00.000000;;06JUL2020:19:50:10.000000;20FEB2023:18:22:09.000000;11JUL2020:15:54:13.000000;1000.000;;Ooredoo;;12JUL2021:15:48:14.000000;;0.0001224126;8169.093
No;2156095608;a20f8838250b6a5a56c58423716ecb52;;06AUG2020:00:00:00.000000;25MAR2021:23:59:59.000000;06AUG2020:12:12:38.000000;01JAN2023:13:07:00.000000;06AUG2020:12:09:43.000000;5000.000;;Ooredoo;;20SEP2021:11:38:32.000000;;0.0001224126;8169.093
No;20890807;5b41e855fa49317372e1d448a0a78dea;;02NOV2013:00:00:00.000000;;26NOV2015:22:12:59.000000;20FEB2023:13:34:00.000000;28OCT2013:00:00:00.000000;925.000;;Ooredoo;;;;0.0001224126;8169.093
No;2169929917;a8146df4347bbe6ca060895199ec4e9e;;04JAN2023:00:00:00.000000;;04JAN2023:10:57:08.000000;21FEB2023:21:39:22.000000;04JAN2023:10:49:17.000000;4386.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167489065;3197d9a25218159b9b575e839d74de16;;10AUG2022:00:00:00.000000;02DEC2022:23:59:59.000000;10AUG2022:16:59:21.000000;16AUG2022:19:26:41.000000;10AUG2022:16:21:43.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2155087154;7547e6aa54cdd3bf175db2a107c5b276;;06MAY2020:00:00:00.000000;;05MAY2020:09:40:28.000000;20FEB2023:18:59:43.000000;06MAY2020:21:43:45.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2166075757;c6830e7955750dd7e6d7731a4936dd89;;25MAY2022:00:00:00.000000;;24MAY2022:18:13:20.000000;18AUG2022:17:56:21.000000;25MAY2022:11:37:22.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167940255;3f0484124ff9c6934484f1a4a9598156;;06SEP2022:00:00:00.000000;;07SEP2022:07:17:41.000000;31DEC2022:09:56:24.000000;06SEP2022:10:45:14.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2146234649;332a28ec9b18e37dd6fb6cc9652ff281;;21APR2018:00:00:00.000000;;10APR2018:12:11:56.000000;09FEB2023:02:35:00.000000;21APR2018:09:45:00.000000;1000.000;;Non Ooredoo;;;10APR2018:12:13:21.000000;0.0001224126;8169.093
No;2168392085;0daa9baeb38e200f8b25fd356b39dfe4;;03OCT2022:00:00:00.000000;;03OCT2022:21:30:02.000000;27DEC2022:09:51:40.000000;17OCT2022:08:23:13.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167418047;48c6da5ccee1a643daf8612cedaed09e;;06AUG2022:08:31:59.000000;;06AUG2022:16:19:19.000000;13FEB2023:08:59:34.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2162413041;2b3f73e449b94923fd1659752422c7c1;;16SEP2021:00:00:00.000000;02DEC2022:23:59:59.000000;17SEP2021:12:08:35.000000;25MAY2022:11:40:08.000000;16SEP2021:11:59:16.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2145490649;f22196122c1c86141e84fe2ff4c4cc56;;12MAY2018:00:00:00.000000;;02FEB2018:12:40:21.000000;21FEB2023:22:23:29.000000;12MAY2018:13:03:58.000000;1000.000;;Ooredoo;;15NOV2021:14:08:32.000000;;0.0001224126;8169.093
No;2167017120;fb677c1f0ebc50959759acb51778f688;;21JUL2022:00:00:00.000000;03JAN2023:23:59:59.000000;21JUL2022:13:50:40.000000;31JUL2022:23:58:35.000000;22JUL2022:11:02:59.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167725661;fbe1b898f985524b2398e6f4cbd72e2e;;24AUG2022:00:00:00.000000;;24AUG2022:15:23:57.000000;02SEP2022:12:26:00.000000;24AUG2022:15:12:56.000000;8772.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168404314;0831edd5dce1477a4f79da65e9a62e0e;;04OCT2022:00:00:00.000000;08FEB2023:23:59:59.000000;04OCT2022:15:43:59.000000;01NOV2022:17:06:34.000000;31OCT2022:22:14:31.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;20848876;58b356f3b097aa97fe7428938b067a0e;;27SEP2013:00:00:00.000000;;27NOV2015:17:19:13.000000;03DEC2022:17:33:09.000000;27SEP2013:00:00:00.000000;925.000;03DEC2022:03:56:43.000000;Ooredoo;;;;0.0001224126;8169.093
No;2166069493;96b38d779e6de0ed72408d28b3d8a311;;25MAY2022:00:00:00.000000;;25MAY2022:07:25:04.000000;09NOV2022:21:20:56.000000;22JUN2022:20:35:30.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2153313844;051c987c40894e04c7b1a856e49dce06;;06NOV2019:09:56:59.000000;;07NOV2019:08:38:16.000000;02DEC2022:01:31:27.000000;26MAR2020:12:32:52.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2165839953;8c17bee2c5eaac07253559a7f17c91ef;;07MAY2022:12:38:59.000000;;07MAY2022:16:28:20.000000;21FEB2023:20:32:05.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;3540958;0c457502d6fdfffafe5707f99aa53885;;24APR2006:00:00:00.000000;;22DEC2015:06:18:17.000000;04JAN2023:20:36:23.000000;08DEC2012:00:00:00.000000;462.000;;Ooredoo;;29JUN2020:06:58:09.000000;;0.0001224126;8169.093
No;2167565901;7ca900b8c900183772d2137a7069d881;;15AUG2022:00:00:00.000000;;19AUG2022:17:28:23.000000;21FEB2023:19:08:43.000000;15AUG2022:11:04:35.000000;4386.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168832361;dc238dc1b2e228f5d44700f42caa24ae;;08NOV2022:00:00:00.000000;;08NOV2022:18:39:26.000000;30NOV2022:17:44:59.000000;08NOV2022:18:37:36.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;4634311;9360be3bb3eec419d388a3c0b1e097f9;;15DEC2006:00:00:00.000000;;28NOV2015:12:15:34.000000;21FEB2023:17:19:24.000000;01DEC2012:00:00:00.000000;462.000;;Ooredoo;;;;0.0001224126;8169.093
No;2169296750;38ea4a8b993b4ae799047774f38ec46f;;28NOV2022:00:00:00.000000;;28NOV2022:01:14:19.000000;03DEC2022:19:29:02.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2168970725;728a175f8ebd45044d5e7e8282b5bf8d;;08NOV2022:00:00:00.000000;17FEB2023:23:59:59.000000;08NOV2022:22:18:43.000000;08NOV2022:22:18:43.000000;09NOV2022:00:20:36.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;4810308;f7dda4a7980b5d46062421340cf4f0f6;;17FEB2007:00:00:00.000000;;28NOV2015:02:05:25.000000;20JUL2022:10:19:52.000000;11DEC2012:00:00:00.000000;1000.000;20JUL2022:10:19:52.000000;Ooredoo;;;;0.0001224126;8169.093
No;2147586023;d1c81b58ab84dfd6dfccb77fb886667d;;01AUG2018:13:52:59.000000;;01AUG2018:13:55:18.000000;03DEC2022:20:30:13.000000;23APR2021:15:49:38.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2170269153;99f13401e846f080616381ac678d3f6d;;25JAN2023:11:33:59.000000;;25JAN2023:12:53:05.000000;21FEB2023:13:04:57.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2158061331;a752ca5c5fb02614c4417a165b59cab6;;18JAN2021:00:00:00.000000;;18JAN2021:15:45:09.000000;14FEB2023:16:52:16.000000;18JAN2021:15:44:45.000000;1000.000;;Ooredoo;;19OCT2021:11:49:29.000000;;0.0001224126;8169.093
No;2165205389;53aa8cfaac3f69a0460199d5b4989a3c;;23MAR2022:00:00:00.000000;12FEB2023:23:59:59.000000;23MAR2022:16:31:42.000000;06NOV2022:09:19:50.000000;23MAR2022:15:53:03.000000;5000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2154800528;72b3af281f1c8fe772a21b891f3009fc;;05MAR2020:00:00:00.000000;;05MAR2020:20:18:24.000000;11FEB2023:19:46:30.000000;07MAR2020:12:23:50.000000;1754.000;;Ooredoo;;04DEC2021:12:00:09.000000;;0.0001224126;8169.093
No;2149050399;03524f8fa1e4ed580017f025a11250b2;;29NOV2018:00:00:00.000000;;29NOV2018:17:48:53.000000;21FEB2023:22:37:40.000000;29NOV2018:17:47:20.000000;25000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2157065577;b40f49ddfd5f590cc41bee1b2346810c;;13DEC2020:00:00:00.000000;;13DEC2020:17:45:36.000000;05JAN2023:19:32:46.000000;13DEC2020:17:43:23.000000;5000.000;;Ooredoo;;21DEC2021:12:13:26.000000;;0.0001224126;8169.093
No;2169003877;ab88034b6e63b06ebff2a20fe31e4dad;;11NOV2022:00:00:00.000000;17FEB2023:23:59:59.000000;11NOV2022:13:21:48.000000;11NOV2022:13:21:48.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2139121798;d4a3a82ed6191c766e0e1d242b080da9;;23MAY2016:11:48:21.000000;08MAR2022:23:59:59.000000;21MAY2016:16:15:06.000000;21FEB2023:21:08:12.000000;23MAY2016:11:48:08.000000;1000.000;;Ooredoo;;24AUG2018:08:03:52.000000;;0.0001224126;8169.093
No;2169229436;859d9438dc3dcfaa330f0cc85b421e99;;25NOV2022:00:00:00.000000;;25NOV2022:14:30:50.000000;26NOV2022:18:41:08.000000;25NOV2022:14:30:33.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2169685227;a7c12ba8bae1d8452540a2e69a369197;;21DEC2022:18:18:59.000000;;21DEC2022:21:44:13.000000;21FEB2023:23:39:11.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2169921453;f29de405c7f704a8f7252fdac0826e5d;;03JAN2023:00:00:00.000000;;03JAN2023:17:02:19.000000;04JAN2023:12:03:24.000000;;;;Ooredoo;;;;0.0001224126;8169.093
No;2167865850;2d67729077025f877924c60b694089d9;;03SEP2022:00:00:00.000000;10FEB2023:23:59:59.000000;03SEP2022:23:29:14.000000;02NOV2022:22:03:39.000000;03SEP2022:23:22:12.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2167020059;2d360766e53ae71d2255fef3427cce2c;;17JUL2022:00:00:00.000000;;17JUL2022:17:43:05.000000;03JAN2023:18:45:38.000000;27JUL2022:14:32:18.000000;25000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2168784353;f4a6d1cc8067b9467b7cea3e4effe7f2;;28OCT2022:00:00:00.000000;;28OCT2022:07:01:24.000000;09NOV2022:09:20:10.000000;31OCT2022:19:38:35.000000;1000.000;;Ooredoo;;;;0.0001224126;8169.093
No;2159323088;b7de817f84c920e90f016bcea7c08169;;01APR2021:00:00:00.000000;;01APR2021:11:37:39.000000;21FEB2023:18:15:25.000000;01APR2021:11:43:49.000000;1754.000;;Ooredoo;;;;0.0001224126;8169.093
